"","DIRECTORIO","SECUENCIA_P","ORDEN.x","CAR","SEC","CONS","REC","I_HOGAR"
"56866","8068391","1","1",0,1,0,1,1633969.325535
"56867","8068392","1","1",1,0,1,1,1446935.38645282
"56868","8068393","1","1",1,1,1,1,2084468.3868438
"56869","8068394","1","1",1,0,1,1,1476364.44158852
"56870","8068395","1","1",1,0,1,1,2064862.07835376
"56871","8068396","1","1",1,0,1,1,1430221.67852148
"56872","8068397","1","1",1,0,0,1,2674995.03983185
"56873","8068398","1","1",1,1,1,1,1670921.52064666
"56874","8068400","1","1",1,0,1,1,1351599.31158647
"56875","8068401","1","1",1,0,1,1,2190599.90445152
"56876","8068402","1","1",1,1,1,1,2715575.96620172
"56877","8068403","1","1",1,0,1,1,2669463.25127035
"56878","8068404","1","1",1,0,1,1,1207060.77026203
"56879","8068405","1","1",1,0,1,1,2519695.2984482
"56880","8068406","1","1",1,0,1,0,2497147.46387675
"56881","8068407","1","1",1,0,1,1,2392985.96294597
"56882","8068408","1","1",1,0,1,1,2846870.39941549
"56883","8068409","1","1",1,1,1,1,2853773.21261913
"56884","8068410","1","1",1,0,1,1,1170530.14399484
"56885","8068411","1","1",1,0,1,1,2346164.01921958
"56886","8068412","1","1",1,0,1,1,1513125.36263838
"56887","8068413","1","1",1,0,1,1,2600196.64313644
"56888","8068414","1","1",1,0,1,1,1907746.93459272
"56889","8068415","1","1",1,0,1,1,1998212.7459906
"56890","8068416","1","1",1,0,1,1,2566432.77289346
"56891","8068417","1","1",1,0,1,1,2994055.47937378
"56892","8068419","1","1",1,0,1,1,2001535.37988663
"56893","8068422","1","1",1,0,1,1,2875871.57653645
"56894","8068423","1","1",0,0,1,1,2648726.0517478
"56895","8068424","1","1",1,0,1,1,2746640.17688483
"56896","8068425","1","1",1,0,1,1,2015546.66288197
"56897","8068427","1","1",1,0,1,1,1719780.91338649
"56898","8068428","1","1",1,0,1,1,1764350.96785426
"56899","8068429","1","1",1,0,1,1,1810367.34230816
"56900","8068430","1","1",1,0,1,1,2621259.43345949
"56901","8068431","1","1",1,0,1,1,1825535.20713001
"56902","8068432","1","1",1,0,1,1,1729366.10372737
"56903","8068433","1","1",1,0,1,1,2544488.61286044
"56904","8068434","1","1",1,0,1,1,1666311.93511188
"56905","8068435","1","1",1,1,1,0,2187375.57914108
"56906","8068436","1","1",1,0,1,1,1378147.45957032
"56907","8068437","1","1",0,0,1,0,1352209.05067399
"56908","8068438","1","1",1,0,1,0,1923042.42098704
"56909","8068439","1","1",1,0,1,1,1739914.02110085
"56910","8068440","1","1",1,0,1,1,2180686.42091006
"56911","8068441","1","1",1,0,1,1,1369864.67955634
"56912","8068442","1","1",1,0,1,1,1475943.95447522
"56913","8068444","1","1",1,0,1,1,1514380.80783933
"56914","8068445","1","1",1,0,1,1,1269045.75493187
"56915","8068446","1","1",0,0,1,0,1745124.3345812
"56916","8068447","1","1",1,0,1,1,2247998.49461764
"56917","8068449","1","1",1,0,1,1,2095334.28177238
"56918","8068450","1","1",1,0,1,1,1621668.85714978
"56919","8068451","1","1",1,0,1,1,2137604.70943525
"56920","8068452","1","1",1,0,1,0,1836021.27218619
"56921","8068454","1","1",1,0,1,1,1169481.83767498
"56922","8068455","1","1",1,0,1,1,2455402.23704651
"56923","8068457","1","1",1,0,1,1,1436934.67639387
"56924","8068459","1","1",1,1,1,1,2360084.8249346
"56925","8068460","1","1",1,0,1,1,2619087.26328984
"56926","8068461","1","1",1,0,1,1,1422044.85332593
"56927","8068462","1","1",1,0,1,1,2072777.30453759
"56928","8068463","1","1",0,0,1,1,1822692.31693819
"56929","8068464","1","1",1,0,1,0,2786413.56201842
"56930","8068465","1","1",1,0,1,1,1521087.87011355
"56931","8068466","1","1",1,0,1,1,2419898.63462746
"56932","8068467","1","1",1,0,1,1,1995478.9936915
"56933","8068468","1","1",1,0,1,1,1290518.20049062
"56934","8068470","1","1",1,0,1,1,1199671.50319368
"56935","8068471","1","1",1,0,1,1,1280711.71237156
"56936","8068472","1","1",1,0,1,1,2694508.52593407
"56937","8068473","1","1",1,0,1,1,2657167.88694263
"56938","8068474","1","1",1,0,1,1,1228192.69284606
"56939","8068475","1","1",1,0,1,1,2956967.28859097
"56940","8068476","1","1",1,0,1,1,1354693.18440184
"56941","8068477","1","1",1,0,1,1,2582432.34718218
"56942","8068480","1","1",1,0,1,1,1671647.61759341
"56943","8068481","1","1",1,0,1,1,2537607.62363672
"56944","8068483","1","1",0,0,1,1,2006262.90796325
"56945","8068485","1","1",1,0,1,1,1364226.6641371
"56946","8068486","1","1",1,0,1,1,2355035.72367132
"56947","8068487","1","1",1,0,1,1,1282504.15034592
"56948","8068488","1","1",0,0,1,1,2284055.05787581
"56949","8068489","1","1",1,0,1,1,2604742.29857326
"56950","8068490","1","1",1,0,1,1,1410495.97561359
"56951","8068491","1","1",1,0,1,1,2546979.64739054
"56952","8068492","1","1",1,0,1,1,1841713.38615939
"56953","8068493","1","1",1,0,1,1,2283054.70502004
"56954","8068494","1","1",1,0,1,1,2903191.95633754
"56955","8068495","1","1",1,1,1,1,1429258.07325169
"56956","8068496","1","1",1,0,1,1,2735250.09516627
"56957","8068497","1","1",1,0,1,1,1422166.0624817
"56958","8068498","1","1",1,0,1,1,2802225.71577877
"56959","8068499","1","1",1,0,1,1,2670446.28571719
"56960","8068500","1","1",1,0,1,1,2717753.52960452
"56961","8068501","1","1",1,0,1,1,2069024.35241267
"56962","8068502","1","1",1,0,1,1,2772928.80792171
"56963","8068503","1","1",1,0,1,1,2101050.61966926
"56964","8068504","1","1",1,0,1,1,2612252.74737924
"56965","8068505","1","1",1,0,1,1,2810437.48367578
"56966","8068507","1","1",1,0,1,1,1399865.81411213
"56967","8068508","1","1",1,0,1,1,1567888.69973272
"56968","8068509","1","1",1,0,1,1,2541360.87736115
"56969","8068510","1","1",1,0,1,1,2854679.40345407
"56970","8068511","1","1",1,0,1,1,2534170.37850246
"56971","8068512","1","1",1,0,1,1,2152022.48772606
"56972","8068513","1","1",1,0,1,1,1468726.92814097
"56973","8068514","1","1",1,0,1,1,2959343.04827824
"56974","8068515","1","1",1,0,1,1,2120254.37122211
"56975","8068516","1","1",1,0,1,1,1291174.79031906
"56976","8068517","1","1",0,1,1,1,1198485.83843559
"56977","8068518","1","1",1,0,1,1,1372245.31453103
"56978","8068519","1","1",1,0,1,1,1904445.21473721
"56979","8068520","1","1",1,0,1,1,1222146.69555426
"56980","8068521","1","1",1,0,1,1,2178195.13404742
"56981","8068522","1","1",1,0,1,1,2155506.3059926
"56982","8068523","1","1",1,0,1,1,2726783.44441578
"56983","8068524","1","1",1,0,1,1,2041786.04152054
"56984","8068525","1","1",1,0,1,1,2652368.65743995
"56985","8068526","1","1",1,0,1,1,1312108.41465741
"56986","8068527","1","1",1,0,1,1,2654789.25520554
"56987","8068529","1","1",1,0,1,1,2681854.34645042
"56988","8068531","1","1",1,0,1,1,1840667.36668348
"56989","8068532","1","1",1,0,1,1,2599200.03671199
"56990","8068533","1","1",1,0,1,1,2412828.81798223
"56991","8068534","1","1",1,0,1,1,1477943.08407232
"56992","8068535","1","1",1,1,1,1,2038007.30520859
"56993","8068536","1","1",0,0,1,1,1479281.02144971
"56994","8068537","1","1",1,0,1,1,1718288.07553276
"56995","8068538","1","1",1,0,1,1,1207670.61088234
"56996","8068539","1","1",1,0,1,1,2388838.48397061
"56997","8068540","1","1",1,0,1,1,1535142.58857816
"56998","8068541","1","1",1,0,1,1,2630120.90751901
"56999","8068542","1","1",1,0,1,1,2540844.4284834
"57000","8068543","1","1",1,0,1,1,1519114.38161507
"57001","8068545","1","1",1,0,1,1,2767285.74927896
"57002","8068546","1","1",1,0,1,1,1384650.70869774
"57003","8068547","1","1",1,0,1,1,1633851.78441182
"57004","8068548","1","1",1,0,1,0,2888897.14239165
"57005","8068549","1","1",1,0,1,1,2276467.92311221
"57006","8068551","1","1",1,0,1,1,2602047.66253009
"57007","8068552","1","1",1,0,1,1,1437285.49230844
"57008","8068553","1","1",1,0,1,1,2531658.05893019
"57009","8068554","1","1",1,0,1,1,1860795.92127353
"57010","8068555","1","1",1,0,1,1,1919177.21515521
"57011","8068556","1","1",1,0,1,1,2754981.06535524
"57012","8068557","1","1",1,0,1,1,1876184.50894952
"57013","8068558","1","1",1,0,1,1,1932772.41379023
"57014","8068559","1","1",1,0,1,0,2963690.50057605
"57015","8068560","1","1",1,0,1,1,1600277.94413269
"57016","8068561","1","1",1,0,1,1,2078749.58431348
"57017","8068562","1","1",1,0,1,1,1703209.39419791
"57018","8068563","1","1",1,0,1,1,1187968.47729012
"57019","8068564","1","1",1,0,1,1,1333383.0524981
"57020","8068565","1","1",1,0,1,1,2092718.04317832
"57021","8068566","1","1",1,0,1,1,2012880.69335744
"57022","8068567","1","1",1,0,1,1,1857355.15505075
"57023","8068568","1","1",1,0,1,1,2056018.34468544
"57024","8068569","1","1",1,0,1,1,2887763.70404288
"57025","8068570","1","1",1,1,1,1,2797661.31961718
"57026","8068571","1","1",1,0,1,1,2694475.68714619
"57027","8068572","1","1",1,0,1,1,1381152.5837332
"57028","8068573","1","1",1,1,1,1,2289364.74625021
"57029","8068575","1","1",1,0,1,1,2792585.95135063
"57030","8068576","1","1",1,1,1,1,1652405.27115762
"57031","8068577","1","1",1,0,1,1,2831730.676312
"57032","8068578","1","1",0,0,1,1,1375076.79920644
"57033","8068579","1","1",1,0,1,0,1633334.46929231
"57034","8068581","1","1",1,0,1,1,2242298.58275503
"57035","8068582","1","1",1,0,1,1,2131505.47640398
"57036","8068583","1","1",1,1,1,1,1679421.52341828
"57037","8068584","1","1",1,0,1,1,2469727.47012973
"57038","8068585","1","1",1,0,1,1,2320353.42853516
"57039","8068586","1","1",1,0,1,1,2950563.35695088
"57040","8068587","1","1",1,1,1,1,2261728.47053036
"57041","8068589","1","1",1,0,1,1,2986811.57212704
"57042","8068590","1","1",1,0,1,1,2695976.27704963
"57043","8068592","1","1",1,0,1,1,2926795.24693638
"57044","8068593","1","1",1,1,1,1,1991055.32454327
"57045","8068594","1","1",1,0,1,0,2348938.23811784
"57046","8068595","1","1",1,0,1,1,2714551.25618726
"57047","8068596","1","1",1,0,1,1,1915036.2274237
"57048","8068598","1","1",1,0,1,0,2001027.74422616
"57049","8068599","1","1",1,0,1,1,1700668.75426099
"57050","8068600","1","1",1,0,1,1,2451608.64396021
"57051","8068601","1","1",1,0,1,1,2073539.21899572
"57052","8068602","1","1",1,0,1,1,1627158.27826411
"57053","8068603","1","1",1,0,1,1,2006134.85926762
"57054","8068604","1","1",1,0,1,1,2104174.56761003
"57055","8068605","1","1",1,0,1,1,2871448.37135449
"57056","8068607","1","1",0,0,1,1,2174290.37883878
"57057","8068608","1","1",1,0,1,1,2451579.07992601
"57058","8068610","1","1",1,0,1,1,1458963.01481873
"57059","8068611","1","1",1,1,1,1,1583962.95202896
"57060","8068612","1","1",0,0,1,1,2879278.96888927
"57061","8068613","1","1",1,0,1,1,2447852.2178717
"57062","8068615","1","1",1,0,1,1,1294999.87442046
"57063","8068617","1","1",1,0,1,1,1379752.11972371
"57064","8068618","1","1",1,0,1,1,1465885.81284508
"57065","8068619","1","1",1,0,1,1,2331464.70550448
"57066","8068620","1","1",1,0,1,1,1200502.12450325
"57067","8068621","1","1",1,0,1,1,1928669.42973807
"57068","8068622","1","1",1,0,1,1,1868766.59292728
"57069","8068623","1","1",0,0,1,1,2421750.02587959
"57070","8068624","1","1",1,0,1,1,2099493.32006276
"57071","8068625","1","1",1,0,1,1,1781480.63419387
"57072","8068626","1","1",1,0,1,1,2288803.04073915
"57073","8068627","1","1",1,0,1,1,2213833.64997804
"57074","8068629","1","1",1,0,1,1,1629443.37774068
"57075","8068630","1","1",1,0,1,1,2334614.63212967
"57076","8068631","1","1",1,0,1,0,2458120.8541058
"57077","8068632","1","1",1,0,1,1,2097723.32683206
"57078","8068633","1","1",1,0,1,1,2511176.56351998
"57079","8068635","1","1",1,0,1,1,2745431.18529022
"57080","8068636","1","1",0,0,1,1,2512040.69236293
"57081","8068638","1","1",1,0,1,1,1204218.04586425
"57082","8068640","1","1",1,0,1,1,2964852.34197229
"57083","8068641","1","1",1,0,1,1,2807562.90240213
"57084","8068642","1","1",1,0,1,1,1723040.90026766
"57085","8068643","1","1",1,0,1,1,1562906.08230978
"57086","8068644","1","1",0,0,1,1,2047343.12202781
"57087","8068645","1","1",1,0,1,1,1754596.54591978
"57088","8068646","1","1",1,0,1,1,1313607.7955924
"57089","8068647","1","1",1,0,1,1,2851757.86519423
"57090","8068648","1","1",1,0,1,1,1907693.81709397
"57091","8068652","1","1",1,0,1,1,2523099.89672154
"57092","8068653","1","1",1,0,1,1,2611427.85774544
"57093","8068654","1","1",1,0,1,1,1812940.12658298
"57094","8068655","1","1",1,0,1,1,1901106.29575327
"57095","8068656","1","1",1,0,1,1,2283710.97825468
"57096","8068657","1","1",1,0,1,1,1828893.36893335
"57097","8068658","1","1",1,0,1,1,2397902.69458666
"57098","8068659","1","1",1,0,1,1,2045912.47279197
"57099","8068660","1","1",1,0,1,1,2681899.4021602
"57100","8068661","1","1",1,0,1,1,2281154.87191826
"57101","8068662","1","1",1,0,1,1,1456147.45022729
"57102","8068663","1","1",1,0,1,1,2862907.63765574
"57103","8068664","1","1",0,0,0,1,2765873.80778044
"57104","8068665","1","1",0,0,1,1,2253770.96643671
"57105","8068666","1","1",1,0,1,1,1603690.5840598
"57106","8068668","1","1",1,0,1,1,1865738.21432889
"57107","8068669","1","1",1,0,1,1,1792453.93196121
"57108","8068670","1","1",1,0,1,1,2526510.88984683
"57109","8068671","1","1",1,0,1,1,2017589.9720937
"57110","8068672","1","1",1,0,1,1,2379514.89949599
"57111","8068673","1","1",1,0,1,1,1734229.61590812
"57112","8068674","1","1",1,0,1,1,2132981.48080707
"57113","8068675","1","1",1,0,1,1,1276258.46890733
"57114","8068676","1","1",0,0,1,1,2120429.36148122
"57115","8068678","1","1",1,0,1,1,2165219.0030925
"57116","8068679","1","1",1,0,1,1,2903263.08798045
"57117","8068680","1","1",1,0,1,1,2807376.09492615
"57118","8068681","1","1",1,1,1,1,1161120.01631409
"57119","8068682","1","1",1,0,1,1,1684156.41240776
"57120","8068683","1","1",1,0,1,1,2544966.30877256
"57121","8068684","1","1",1,0,1,1,2124784.79502723
"57122","8068685","1","1",1,0,1,1,2433955.47628403
"57123","8068686","1","1",1,0,1,1,2759181.54358864
"57124","8068687","1","1",1,1,1,1,2924316.90700352
"57125","8068688","1","1",1,0,1,1,2353897.66493812
"57126","8068689","1","1",1,0,1,1,2311708.19874853
"57127","8068691","1","1",1,0,1,1,2070343.42654049
"57128","8068692","1","1",1,0,1,1,1964981.32310808
"57129","8068694","1","1",1,0,1,1,1539391.93621278
"57130","8068697","1","1",1,0,1,1,1727332.38572255
"57131","8068699","1","1",1,0,1,1,2674517.82330871
"57132","8068700","1","1",0,0,0,1,2081078.68561521
"57133","8068701","1","1",0,0,0,1,2739533.94809738
"57134","8068702","1","1",0,0,1,1,1540818.2002604
"57135","8068703","1","1",1,0,1,1,1936872.85652384
"57136","8068704","1","1",1,0,1,1,2728839.16590363
"57137","8068705","1","1",1,0,1,1,2718689.35944512
"57138","8068706","1","1",1,0,1,1,2715717.48020127
"57139","8068707","1","1",1,0,1,1,2686177.63694376
"57140","8068708","1","1",1,0,1,1,1326751.46592781
"57141","8068709","1","1",1,0,1,1,1353157.77689219
"57142","8068710","1","1",0,0,1,1,2894234.41169783
"57143","8068711","1","1",1,0,1,1,2668763.24182376
"57144","8068714","1","1",1,0,1,1,2371219.57911178
"57145","8068715","1","1",1,0,1,1,1304290.55541754
"57146","8068716","1","1",0,0,1,1,2308360.5530858
"57147","8068717","1","1",1,0,1,1,1659612.50236258
"57148","8068718","1","1",1,0,1,1,1526872.52672389
"57149","8068719","1","1",1,0,1,1,2939298.48957807
"57150","8068720","1","1",1,1,1,1,2779341.09352529
"57151","8068721","1","1",1,1,1,1,1617290.63699022
"57152","8068723","1","1",1,0,1,1,2783985.11709645
"57153","8068724","1","1",1,0,1,1,2047331.57042414
"57154","8068726","1","1",1,0,1,1,1193759.10805538
"57155","8068728","1","1",1,0,1,1,1463371.30881846
"57156","8068729","1","1",1,1,1,1,1802405.73706105
"57157","8068730","1","1",1,0,1,1,1375255.51361963
"57158","8068732","1","1",1,0,1,1,1404790.26695713
"57159","8068733","1","1",1,0,1,1,1777205.62661067
"57160","8068734","1","1",1,1,1,1,2066933.11672658
"57161","8068735","1","1",1,0,1,1,2905705.34221828
"57162","8068736","1","1",1,0,1,1,1352110.80677807
"57163","8068737","1","1",1,1,1,1,2059020.09941638
"57164","8068738","1","1",1,0,1,1,1991734.17232931
"57165","8068739","1","1",1,0,1,1,2635582.95290917
"57166","8068741","1","1",1,1,1,1,2881537.74995357
"57167","8068742","1","1",1,0,1,1,2560530.63256666
"57168","8068743","1","1",1,0,1,0,1506226.47836804
"57169","8068744","1","1",1,0,1,1,1384502.39542872
"57170","8068745","1","1",1,1,1,1,2016256.84145838
"57171","8068747","1","1",1,1,1,1,1314739.46975544
"57172","8068748","1","1",1,0,1,1,1266708.66467059
"57173","8068749","1","1",1,0,1,1,1456339.72076699
"57174","8068750","1","1",1,0,1,1,2419517.02129096
"57175","8068751","1","1",1,1,1,1,2408914.64250162
"57176","8068752","1","1",1,0,1,1,2745148.2892409
"57177","8068753","1","1",1,0,1,1,2206089.23492953
"57178","8068754","1","1",1,1,1,1,1617862.21174523
"57179","8068755","1","1",1,0,1,1,2108922.92790115
"57180","8068756","1","1",1,0,1,1,2295440.22189453
"57181","8068757","1","1",1,0,1,0,1273885.15586033
"57182","8068758","1","1",1,0,1,1,2910442.71897525
"57183","8068761","1","1",1,0,1,1,2498205.89948446
"57184","8068762","1","1",1,0,1,1,1535604.62830588
"57185","8068763","1","1",1,0,1,1,2950529.98308092
"57186","8068764","1","1",1,0,1,1,1454402.87189558
"57187","8068765","1","1",1,0,1,1,2818481.13941029
"57188","8068767","1","1",1,1,1,1,2717883.46201181
"57189","8068768","1","1",1,1,1,1,1702428.23649198
"57190","8068769","1","1",1,0,1,1,1352462.49364689
"57191","8068770","1","1",1,0,1,1,1580150.50726011
"57192","8068772","1","1",1,0,1,0,1553413.26452792
"57193","8068773","1","1",1,1,1,1,2462806.53139576
"57194","8068774","1","1",1,0,1,1,2816518.55519041
"57195","8068775","1","1",1,0,1,1,1163023.11131731
"57196","8068776","1","1",1,0,1,1,1327350.00984743
"57197","8068777","1","1",1,0,1,1,1633546.68309912
"57198","8068778","1","1",1,0,1,1,2178199.9870576
"57199","8068779","1","1",1,0,1,1,1251386.25152409
"57200","8068780","1","1",1,0,1,1,2423707.39037171
"57201","8068781","1","1",1,0,1,1,2433241.81089178
"57202","8068782","1","1",1,0,1,1,2174548.3757928
"57203","8068783","1","1",1,0,1,1,2356068.5588792
"57204","8068784","1","1",1,0,1,1,2772239.28419873
"57205","8068785","1","1",1,0,1,1,2813437.08094209
"57206","8068786","1","1",1,0,1,1,2005773.33014458
"57207","8068787","1","1",1,0,1,1,2481700.86756349
"57208","8068788","1","1",0,0,0,0,2957343.43886375
"57209","8068789","1","1",1,0,1,1,2824539.51384872
"57210","8068790","1","1",1,0,1,1,1393820.46842948
"57211","8068791","1","1",1,0,1,1,1926120.74857578
"57212","8068792","1","1",1,0,1,1,1503335.71525291
"57213","8068793","1","1",1,1,1,1,2537083.39100704
"57214","8068794","1","1",1,0,1,1,1348662.15484217
"57215","8068795","1","1",1,0,1,1,1754554.84936014
"57216","8068796","1","1",1,0,1,0,2795252.09994987
"57217","8068797","1","1",1,0,1,1,2949543.4643887
"57218","8068798","1","1",1,0,1,1,2773344.39747036
"57219","8068800","1","1",1,0,1,1,2976372.47091159
"57220","8068801","1","1",1,0,1,1,2319199.04872775
"57221","8068804","1","1",1,0,1,1,2474449.55827668
"57222","8068806","1","1",1,0,1,1,1413463.96362409
"57223","8068807","1","1",1,0,1,1,2657803.02764848
"57224","8068810","1","1",1,0,1,1,1428469.32414919
"57225","8068811","1","1",1,0,1,1,2353869.9490577
"57226","8068812","1","1",1,0,1,1,1879588.89601752
"57227","8068813","1","1",0,0,0,1,1554408.35095942
"57228","8068814","1","1",1,0,1,1,1529043.52048412
"57229","8068817","1","1",1,1,1,1,2604967.08573774
"57230","8068822","1","1",1,0,1,1,2419730.62913865
"57231","8068823","1","1",1,0,1,1,2310475.50331801
"57232","8068825","1","1",1,0,1,0,1811408.68099406
"57233","8068826","1","1",0,0,1,0,1172007.59127736
"57234","8068828","1","1",1,1,1,1,2545157.8146033
"57235","8068829","1","1",1,0,1,1,1991537.7475135
"57236","8068831","1","1",1,0,1,1,1709285.53473204
"57237","8068832","1","1",1,0,1,1,2433715.56244791
"57238","8068833","1","1",1,0,1,1,2715786.54563054
"57239","8068838","1","1",1,0,1,1,1886999.77414683
"57240","8068843","1","1",1,0,0,1,1275817.33636558
"57241","8068844","1","1",0,0,1,1,2354571.68413326
"57242","8068845","1","1",1,0,1,1,1979302.23226547
"57243","8068846","1","1",0,0,1,1,2964544.81158406
"57244","8068847","1","1",1,0,1,1,1226728.52708027
"57245","8068848","1","1",1,0,1,1,2270744.17117983
"57246","8068849","1","1",1,0,1,1,1295488.52859065
"57247","8068850","1","1",1,0,1,1,2322438.81344795
"57248","8068852","1","1",1,0,1,1,1413695.80196217
"57249","8068853","1","1",1,0,1,1,1188023.40609953
"57250","8068854","1","1",1,0,1,1,1923844.99782696
"57251","8068855","1","1",1,0,1,0,2986237.29240149
"57252","8068856","1","1",1,0,1,1,1663965.71803838
"57253","8068857","1","1",1,0,1,1,2688471.46866843
"57254","8068858","1","1",1,0,1,1,2502851.72665492
"57255","8068859","1","1",1,0,1,1,2326910.29639915
"57256","8068860","1","1",1,0,1,1,2307070.7225427
"57257","8068861","1","1",1,0,1,1,2749441.93216041
"57258","8068862","1","1",1,0,1,1,2634771.11859247
"57259","8068863","1","1",1,0,1,1,2336261.30372286
"57260","8068864","1","1",0,0,1,1,2691079.72944155
"57261","8068865","1","1",1,0,1,1,1562320.01107186
"57262","8068866","1","1",1,0,1,1,1958082.59863406
"57263","8068867","1","1",1,0,1,1,2389721.58787772
"57264","8068868","1","1",1,0,1,1,2424412.68552095
"57265","8068869","1","1",1,1,1,1,1765111.23122647
"57266","8068870","1","1",1,0,1,1,2922549.53863099
"57267","8068871","1","1",1,0,1,1,2731295.92690617
"57268","8068872","1","1",1,0,1,1,1965559.28371847
"57269","8068873","1","1",0,0,1,1,1410982.10902885
"57270","8068874","1","1",1,0,1,0,2172321.57113031
"57271","8068875","1","1",1,0,1,1,2428319.84966993
"57272","8068876","1","1",1,0,1,1,2353429.97493222
"57273","8068879","1","1",1,0,1,1,2568962.46228367
"57274","8068880","1","1",1,0,1,1,1320564.97981772
"57275","8068881","1","1",1,0,1,1,1175890.95905423
"57276","8068882","1","1",1,0,1,1,1769343.88592839
"57277","8068883","1","1",0,0,1,0,1675560.03145874
"57278","8068884","1","1",1,0,1,1,2839366.14239588
"57279","8068885","1","1",1,0,1,1,1601566.83089212
"57280","8068886","1","1",1,0,1,1,2086350.79400614
"57281","8068887","1","1",1,0,1,1,2169089.1536139
"57282","8068888","1","1",1,0,1,1,2861465.30101076
"57283","8068892","1","1",1,0,1,1,1380151.14357695
"57284","8068894","1","1",1,1,1,1,2718601.87031329
"57285","8068895","1","1",1,1,1,1,2597997.38042057
"57286","8068897","1","1",1,0,1,1,1691094.39494088
"57287","8068898","1","1",1,0,1,1,1405168.31336543
"57288","8068899","1","1",1,1,1,1,1237770.46529576
"57289","8068900","1","1",1,0,1,0,1211007.49492645
"57290","8068901","1","1",1,0,1,1,2567448.96315038
"57291","8068903","1","1",1,0,1,1,2872588.18442002
"57292","8068904","1","1",1,0,1,1,2649173.4977439
"57293","8068906","1","1",1,0,1,1,1367800.41560531
"57294","8068910","1","1",0,0,1,0,2531335.14225483
"57295","8068911","1","1",1,0,1,1,2389350.56908056
"57296","8068912","1","1",1,0,1,1,2458539.62672874
"57297","8068913","1","1",1,1,1,0,2839807.24751949
"57298","8068914","1","1",1,1,1,1,2108135.66666096
"57299","8068915","1","1",1,1,1,1,2900194.27319989
"57300","8068916","1","1",1,1,1,1,2294309.70871821
"57301","8068916","1","2",1,1,1,1,2635699.06957448
"57302","8068917","1","1",1,1,1,1,2526808.72192606
"57303","8068918","1","1",1,1,1,1,2927516.37820154
"57304","8068919","1","1",1,1,1,1,2695430.15189469
"57305","8068920","1","1",1,1,1,1,2108960.22170782
"57306","8068921","1","1",1,0,1,1,2248320.1337792
"57307","8068922","1","1",1,0,1,1,1850554.86254394
"57308","8068923","1","1",1,1,1,1,1659451.76267996
"57309","8068924","1","1",1,0,1,1,2968553.02270502
"57310","8068925","1","1",1,0,1,1,2213359.25752297
"57311","8068926","1","1",1,0,1,1,1801885.01695171
"57312","8068931","1","1",1,0,1,1,2559817.25635007
"57313","8068934","1","1",1,1,1,1,2147414.79447111
"57314","8068937","1","1",1,0,1,1,2927134.68175381
"57315","8068940","1","1",0,1,0,1,1521869.40867454
"57316","8068949","1","1",1,1,1,1,1173439.70524147
"57317","8068950","1","1",1,1,1,1,2192995.01491711
"57318","8068956","1","1",1,0,1,1,1635962.35074103
"57319","8068960","1","1",1,0,1,1,1238442.69759953
"57320","8068963","1","1",1,0,1,1,2673006.64357841
"57321","8068964","1","1",0,0,1,1,2910419.23191398
"57322","8068967","1","1",1,1,1,1,2831269.70974728
"57323","8068968","1","1",1,0,1,1,1352546.95393145
"57324","8068969","1","1",1,0,1,1,2633880.464416
"57325","8068970","1","1",0,0,0,0,1344020.82424611
"57326","8068971","1","1",1,0,1,1,2225578.39686051
"57327","8068978","1","1",1,1,1,1,2265339.5852074
"57328","8068979","1","1",0,0,1,1,1396252.18939036
"57329","8068983","1","1",1,0,1,1,2517391.39612764
"57330","8068985","1","1",1,1,1,1,2187327.86215842
"57331","8068986","1","1",1,1,1,1,1602482.31947422
"57332","8068987","1","1",1,1,1,1,2519462.52103895
"57333","8068988","1","1",1,0,1,1,1274152.81856433
"57334","8068992","1","1",0,0,0,0,1792248.6519441
"57335","8068993","1","1",1,0,1,1,1389926.63163692
"57336","8068994","1","1",1,0,1,1,1586355.82663119
"57337","8068996","1","1",1,0,1,1,2634212.26456761
"57338","8068997","1","1",1,1,1,1,2403797.05373198
"57339","8068998","1","1",1,0,1,1,1772268.45517755
"57340","8068999","1","1",1,0,1,1,1234493.22298169
"57341","8069000","1","1",1,0,1,0,2165933.57199803
"57342","8069001","1","1",1,1,1,1,1754526.87643468
"57343","8069002","1","1",1,1,1,1,1427757.91218504
"57344","8069003","1","1",1,0,0,1,2797126.12144649
"57345","8069004","1","1",1,0,1,1,2113642.87829027
"57346","8069005","1","1",1,0,1,1,1683487.66177893
"57347","8069006","1","1",1,0,1,1,2978686.80283427
"57348","8069008","1","1",1,0,1,1,2554436.40377373
"57349","8069010","1","1",1,0,1,1,1610385.86210459
"57350","8069011","1","1",1,0,1,1,2652792.28093103
"57351","8069012","1","1",1,0,1,1,2942143.6336264
"57352","8069013","1","1",0,0,1,0,1992091.10591561
"57353","8069014","1","1",1,0,1,1,2949265.80134779
"57354","8069015","1","1",1,0,1,1,2200829.42228764
"57355","8069016","1","1",1,0,1,1,2177019.23443004
"57356","8069017","1","1",1,0,1,1,2783564.7443682
"57357","8069019","1","1",1,0,1,1,2766135.56444645
"57358","8069020","1","1",1,1,1,1,1941219.11270544
"57359","8069021","1","1",1,0,1,1,2752054.20454964
"57360","8069022","1","1",1,1,1,1,1992436.51874363
"57361","8069023","1","1",1,1,1,1,2548579.97076586
"57362","8069024","1","1",1,0,1,1,2006771.79800346
"57363","8069026","1","1",1,1,1,1,2994374.89552423
